wpm_mean,wpm_std,wpm_trend,delete_ratio_mean,delete_ratio_max,idle_mean,idle_max,idle_count,error_count,error_repeat_flag,time_on_line_sec,cursor_moves,attempt_count,same_error_count,run_count,hint_clicked,question_asked,cartoon_activated,understood_after_help,confusion_type_id,confused,timestamp,session_id,split
5.673139,8.285642,0.32472992,0.37777779,0.4,2.255861,6.4211216,4.0,4.0,1.0,24.336676,0.0,2.0,2.0,234.0,1.0,1.0,1.0,1.0,16.0,1,1716721210.1320102,synthetic_002,train
6.2921286,9.99075,0.9958942,0.36666667,0.4,2.5551949,6.4211216,3.0,4.0,1.0,17.666702,0.0,2.0,2.0,144.0,0.0,1.0,0.0,0.0,22.0,1,1716721215.1320102,synthetic_002,train
7.1947503,10.500292,1.0484312,0.45,0.5,3.3183002,11.557668,4.0,4.0,1.0,26.130642,0.0,3.0,3.0,162.0,0.0,1.0,1.0,0.0,14.0,1,1716721220.1320102,synthetic_002,train
7.113513,11.918252,0.16276456,0.55,0.6,3.8337505,11.557668,3.0,4.0,1.0,24.632864,0.0,3.0,3.0,126.0,0.0,1.0,1.0,0.0,14.0,1,1716721225.1320102,synthetic_002,train
6.2243237,11.31715,-1.6698685,0.7,1.0,3.945017,11.557668,4.0,4.0,1.0,25.139015,0.0,3.0,3.0,144.0,0.0,1.0,1.0,1.0,14.0,1,1716721230.1320102,synthetic_002,train
7.083416,15.514377,1.3135095,0.775,0.8,3.3797684,11.557668,4.0,4.0,0.0,18.860249,0.0,3.0,3.0,162.0,1.0,1.0,1.0,1.0,14.0,1,1716721235.1320102,synthetic_002,train
8.340923,14.578141,1.0983971,0.53333336,0.8,2.7220154,11.557668,4.0,4.0,1.0,23.828533,0.0,4.0,4.0,234.0,1.0,1.0,1.0,1.0,9.0,1,1716721240.1320102,synthetic_002,train
8.191579,13.144166,0.30256826,0.53333336,0.8,2.212888,11.557668,4.0,4.0,1.0,28.274317,0.0,4.0,4.0,326.0,1.0,1.0,1.0,1.0,9.0,1,1716721245.1320102,synthetic_002,train
12.901262,22.178131,1.4180782,0.5,1.0,1.6099262,5.691847,3.0,4.0,1.0,27.130905,0.0,4.0,4.0,366.0,1.0,1.0,1.0,1.0,9.0,1,1716721250.1320102,synthetic_002,train
12.688223,21.048159,0.7055722,0.36,0.8,1.5067743,5.691847,3.0,4.0,1.0,27.457188,0.0,4.0,4.0,405.0,1.0,1.0,1.0,1.0,9.0,1,1716721255.1320102,synthetic_002,train
13.643134,20.921272,0.3242088,0.38,0.8,1.2461288,4.1301956,2.0,4.0,1.0,23.284637,0.0,4.0,4.0,407.0,1.0,1.0,1.0,1.0,18.0,1,1716721260.1320102,synthetic_002,train
14.17436,21.205297,0.32899666,0.28333333,0.4,1.1772116,3.0832763,1.0,4.0,1.0,20.243988,0.0,4.0,4.0,335.0,1.0,1.0,1.0,1.0,18.0,0,1716721265.1320102,synthetic_002,train
13.153576,22.23347,-0.6080515,0.5,1.0,1.7877665,11.25611,2.0,4.0,1.0,28.091743,0.0,3.0,3.0,301.0,1.0,1.0,1.0,1.0,18.0,1,1716721270.1320102,synthetic_002,train
15.585527,26.116962,-3.4991677,0.53333336,1.0,2.1962254,11.25611,2.0,4.0,0.0,21.724483,0.0,3.0,3.0,209.0,1.0,1.0,1.0,1.0,18.0,1,1716721275.1320102,synthetic_002,train
3.8294275,6.715528,-0.9841518,0.73333335,1.0,2.8241916,11.25611,3.0,4.0,0.0,29.269161,0.0,3.0,3.0,209.0,1.0,0.0,1.0,0.0,17.0,1,1716721280.1320102,synthetic_002,train
2.665835,6.9487867,-0.8514381,0.775,0.8,3.2298667,11.25611,3.0,4.0,0.0,28.446938,0.0,1.0,1.0,171.0,1.0,0.0,1.0,0.0,3.0,1,1716721285.1320102,synthetic_002,train
30.79795,80.51715,10.730275,0.6166667,1.0,2.3882518,11.25611,3.0,4.0,1.0,22.179415,0.0,4.0,4.0,266.0,1.0,1.0,1.0,0.0,17.0,1,1716721290.1320102,synthetic_002,train
30.79795,80.51715,10.730275,0.6166667,1.0,2.3882518,11.25611,3.0,4.0,1.0,22.179415,0.0,4.0,4.0,266.0,1.0,1.0,1.0,0.0,17.0,1,1716721295.1320102,synthetic_002,train
33.167023,83.295494,9.859234,0.62222224,0.8,2.3096414,8.972551,3.0,4.0,1.0,22.721323,0.0,4.0,4.0,247.0,1.0,1.0,0.0,0.0,17.0,1,1716721300.1320102,synthetic_002,train
30.9821,80.44421,7.0134177,0.56666666,0.8,2.4771378,8.972551,4.0,4.0,1.0,27.375914,0.0,4.0,4.0,266.0,1.0,1.0,0.0,0.0,17.0,1,1716721305.1320102,synthetic_002,train
39.6275,89.60798,4.744949,0.26666668,0.4,2.6164753,8.972551,4.0,4.0,1.0,24.760406,0.0,4.0,4.0,209.0,1.0,1.0,0.0,0.0,17.0,1,1716721310.1320102,synthetic_002,train
37.1937,85.88576,-0.27115527,0.43333334,0.5,2.5651393,8.972551,4.0,4.0,1.0,28.626669,0.0,4.0,4.0,228.0,1.0,1.0,0.0,0.0,22.0,1,1716721315.1320102,synthetic_002,train
3.548707,4.963127,0.6965694,0.45,0.5,4.3497887,8.972551,5.0,4.0,0.0,21.475967,0.0,1.0,1.0,133.0,1.0,0.0,0.0,0.0,22.0,1,1716721320.1320102,synthetic_002,train
4.0763636,5.3236938,0.503366,0.45,0.5,3.7599978,8.972551,5.0,4.0,0.0,24.86743,0.0,2.0,2.0,171.0,1.0,1.0,1.0,1.0,22.0,1,1716721325.1320102,synthetic_002,train
27.840708,82.00354,5.0964026,0.37777779,0.6,2.350394,5.5734663,4.0,4.0,0.0,25.90053,0.0,2.0,2.0,247.0,1.0,1.0,1.0,1.0,24.0,1,1716721330.1320102,synthetic_002,train
27.865324,81.99538,3.3024805,0.37777779,0.4,2.310859,5.5734663,4.0,4.0,0.0,24.467701,0.0,2.0,2.0,247.0,1.0,1.0,1.0,1.0,3.0,1,1716721335.1320102,synthetic_002,train
27.699703,82.05379,1.3949101,0.4888889,0.6666667,2.348495,6.062735,4.0,4.0,0.0,25.404268,0.0,2.0,2.0,247.0,1.0,1.0,1.0,1.0,3.0,1,1716721340.1320102,synthetic_002,train
29.431267,85.40619,-1.1430713,0.43333334,0.6,2.1966226,6.062735,3.0,4.0,0.0,24.569338,0.0,2.0,2.0,228.0,1.0,1.0,1.0,1.0,1.0,1,1716721345.1320102,synthetic_002,train
29.373451,85.413795,-5.5178456,0.26666668,0.4,2.4408422,6.062735,4.0,4.0,1.0,28.277132,0.0,4.0,4.0,228.0,1.0,1.0,1.0,1.0,1.0,1,1716721350.1320102,synthetic_002,train
63.389328,101.07509,3.3129377,0.22666667,0.4,1.3738825,6.062735,4.0,4.0,1.0,28.774204,0.0,4.0,4.0,450.0,1.0,0.0,1.0,1.0,0.0,1,1716721355.1320102,synthetic_002,train
57.684116,89.569695,3.5327084,0.16,0.4,1.3436162,6.062735,4.0,4.0,0.0,24.075302,0.0,4.0,4.0,415.0,0.0,1.0,1.0,1.0,0.0,1,1716721360.1320102,synthetic_002,train
48.676693,84.44887,-0.60903716,0.32,0.8,1.261136,6.062735,4.0,4.0,1.0,25.465666,0.0,4.0,4.0,496.0,0.0,1.0,1.0,1.0,0.0,1,1716721365.1320102,synthetic_002,train
43.648556,80.9838,-2.0626786,0.37777779,0.8,1.0726405,5.424105,3.0,4.0,1.0,25.163961,1.0,4.0,4.0,557.0,0.0,1.0,0.0,0.0,0.0,1,1716721370.1320102,synthetic_002,train
40.78613,78.901276,-2.672092,0.4,0.8,1.0809892,5.424105,3.0,4.0,1.0,22.209648,1.0,4.0,4.0,598.0,1.0,1.0,1.0,0.0,0.0,1,1716721375.1320102,synthetic_002,train
40.585808,79.004036,-3.7183423,0.46666667,0.8,0.9894158,5.424105,1.0,4.0,1.0,20.72315,1.0,4.0,4.0,600.0,1.0,1.0,1.0,0.0,0.0,1,1716721380.1320102,synthetic_002,train
20.076572,65.374855,2.7619376,0.52,0.8,1.3134786,5.424105,1.0,4.0,1.0,15.635849,1.0,3.0,3.0,420.0,1.0,1.0,1.0,0.0,13.0,1,1716721385.1320102,synthetic_002,train
19.05301,70.23318,4.8512416,0.6333333,0.8,1.404373,5.424105,1.0,4.0,1.0,13.236406,1.0,3.0,3.0,360.0,1.0,1.0,1.0,0.0,24.0,1,1716721390.1320102,synthetic_002,train
19.97516,72.26287,2.2945883,0.575,0.8,1.7290031,8.071707,2.0,4.0,1.0,27.101036,1.0,3.0,3.0,340.0,1.0,1.0,1.0,0.0,13.0,1,1716721395.1320102,synthetic_002,train
23.881107,79.576805,0.57936996,0.5833333,0.8,1.8491857,8.071707,2.0,4.0,1.0,24.741999,0.0,3.0,3.0,280.0,1.0,1.0,1.0,0.0,13.0,1,1716721400.1320102,synthetic_002,train
23.316122,79.72686,-3.5339196,0.6666667,1.0,2.2401686,8.071707,4.0,4.0,1.0,28.792568,0.0,3.0,3.0,280.0,1.0,1.0,1.0,0.0,17.0,1,1716721405.1320102,synthetic_002,train
24.50918,76.45034,-4.8804955,0.46666667,0.8,1.9120301,8.071707,4.0,4.0,1.0,27.486748,0.0,3.0,3.0,300.0,1.0,1.0,1.0,0.0,24.0,1,1716721410.1320102,synthetic_002,train
3.857043,6.240449,0.9323144,0.56666666,0.6,2.642108,8.071707,5.0,4.0,1.0,23.633589,0.0,2.0,2.0,240.0,1.0,1.0,0.0,0.0,17.0,1,1716721415.1320102,synthetic_002,train
5.62891,9.354869,1.1422865,0.53333336,0.6,2.3089583,8.071707,5.0,4.0,1.0,26.562668,0.0,2.0,2.0,300.0,1.0,1.0,0.0,0.0,17.0,1,1716721420.1320102,synthetic_002,train
25.283325,71.44947,4.260512,0.475,0.8,1.8098485,6.6260705,4.0,4.0,1.0,29.70361,0.0,3.0,3.0,340.0,1.0,1.0,1.0,0.0,24.0,1,1716721425.1320102,synthetic_002,train
24.95305,69.33033,2.556454,0.46666667,0.6666667,1.8416469,6.6260705,4.0,4.0,1.0,27.395523,0.0,3.0,3.0,360.0,1.0,1.0,1.0,0.0,24.0,1,1716721430.1320102,synthetic_002,train
28.304972,73.08293,1.0830199,0.25,0.4,1.6657282,6.6260705,3.0,4.0,1.0,25.62205,0.0,3.0,3.0,320.0,1.0,1.0,1.0,0.0,24.0,1,1716721435.1320102,synthetic_002,train
29.61741,78.48166,-0.76530004,0.35,0.6,1.9968215,6.6260705,4.0,4.0,1.0,21.32943,0.0,3.0,3.0,280.0,1.0,1.0,1.0,0.0,22.0,1,1716721440.1320102,synthetic_002,train
29.61741,78.48166,-2.58791,0.36666667,0.5,1.9111943,5.427291,4.0,4.0,1.0,24.59415,0.0,3.0,3.0,280.0,1.0,1.0,1.0,0.0,22.0,1,1716721445.1320102,synthetic_002,train
30.317759,78.40614,-5.5635147,0.28333333,0.4,2.2963727,6.4826818,5.0,4.0,1.0,28.267527,0.0,3.0,3.0,280.0,1.0,1.0,1.0,0.0,22.0,1,1716721450.1320102,synthetic_002,train
14.739913,20.150446,2.1627173,0.2,0.4,2.4200675,6.4826818,4.0,4.0,1.0,28.420282,0.0,2.0,2.0,240.0,0.0,1.0,1.0,0.0,22.0,1,1716721455.1320102,synthetic_002,train
14.32187,21.079319,1.6301715,0.46666667,1.0,2.7329516,6.4826818,5.0,4.0,1.0,26.840664,0.0,2.0,2.0,220.0,0.0,1.0,0.0,0.0,8.0,1,1716721460.1320102,synthetic_002,train
13.163305,20.502058,-0.098847605,0.36666667,0.5,2.586262,6.4826818,4.0,4.0,1.0,27.003124,0.0,2.0,2.0,240.0,0.0,1.0,0.0,0.0,8.0,1,1716721465.1320102,synthetic_002,train
11.921807,20.096453,-1.2650632,0.53333336,1.0,2.418045,6.4826818,4.0,4.0,0.0,26.007296,0.0,2.0,2.0,260.0,0.0,1.0,0.0,0.0,8.0,1,1716721470.1320102,synthetic_002,train
11.197901,19.497108,-1.9907146,0.45,0.75,2.4098818,6.714713,4.0,4.0,0.0,27.255665,0.0,2.0,2.0,280.0,0.0,1.0,0.0,0.0,3.0,1,1716721475.1320102,synthetic_002,train
9.892417,20.232702,-3.2580256,0.6666667,1.0,2.3106153,6.714713,3.0,4.0,0.0,23.181452,0.0,2.0,2.0,220.0,0.0,1.0,0.0,0.0,3.0,1,1716721480.1320102,synthetic_002,train
0.84726304,1.5989184,-0.16832864,0.65,0.8,2.9749556,6.714713,3.0,3.0,0.0,16.356995,0.0,1.0,1.0,140.0,0.0,1.0,0.0,0.0,3.0,1,1716721485.1320102,synthetic_002,train
1.5649165,2.846085,0.2673124,0.675,0.75,3.1724489,10.705244,3.0,3.0,0.0,25.656094,0.0,1.0,1.0,180.0,0.0,0.0,0.0,0.0,3.0,1,1716721490.1320102,synthetic_002,train
1.4372275,2.8175986,0.5512705,0.56666666,0.8,4.0079055,10.705244,4.0,3.0,0.0,28.85091,0.0,1.0,1.0,160.0,0.0,0.0,1.0,0.0,11.0,1,1716721495.1320102,synthetic_002,train
1.149782,2.557712,-0.13745575,0.7,0.8,3.2461095,10.705244,4.0,3.0,0.0,18.022469,1.0,1.0,1.0,202.0,1.0,0.0,1.0,1.0,7.0,1,1716721500.1320102,synthetic_002,train
1.3293076,2.694346,-0.14753056,0.675,0.75,3.3395684,10.705244,4.0,2.0,0.0,10.750484,2.0,1.0,1.0,183.0,1.0,0.0,1.0,1.0,4.0,1,1716721505.1320102,synthetic_002,train
1.3293076,2.694346,-0.14753056,0.675,0.75,3.3395684,10.705244,4.0,2.0,0.0,10.750484,2.0,1.0,1.0,183.0,1.0,0.0,1.0,1.0,4.0,1,1716721510.1320102,synthetic_002,train
1.9462678,4.4250007,0.1319414,0.71666664,0.8,2.855098,10.705244,5.0,3.0,1.0,12.542626,2.0,2.0,2.0,288.0,1.0,1.0,1.0,1.0,21.0,1,1716721515.1320102,synthetic_002,train
11.812397,37.09054,4.537209,0.6888889,0.8,2.304756,7.7056837,4.0,3.0,1.0,13.696088,2.0,2.0,2.0,270.0,1.0,1.0,1.0,1.0,21.0,1,1716721520.1320102,synthetic_002,train
10.974089,35.773476,2.7081037,0.7,0.8,2.1636958,7.3467445,4.0,3.0,1.0,19.148617,2.0,2.0,2.0,292.0,1.0,1.0,1.0,1.0,21.0,1,1716721525.1320102,synthetic_002,train
15.363725,42.113907,3.7432616,0.6,0.6,2.5462425,7.3467445,3.0,3.0,0.0,20.136356,0.0,2.0,2.0,210.0,1.0,1.0,1.0,1.0,20.0,1,1716721530.1320102,synthetic_002,train
15.271105,42.14695,2.1035712,0.6,0.8,2.9180193,9.0438385,3.0,3.0,0.0,22.1721,0.0,2.0,2.0,210.0,1.0,1.0,1.0,1.0,20.0,1,1716721535.1320102,synthetic_002,train
14.096216,40.17353,0.9902344,0.4,0.8,3.1174886,9.0438385,4.0,3.0,0.0,27.28428,0.0,2.0,2.0,231.0,1.0,1.0,1.0,1.0,20.0,1,1716721540.1320102,synthetic_002,train
23.295732,54.47039,-11.12333,0.2,0.4,4.062853,9.0438385,3.0,1.0,0.0,22.280859,0.0,2.0,2.0,126.0,1.0,0.0,0.0,0.0,27.0,1,1716721545.1320102,synthetic_002,train
2.0528467,2.45813,0.6189098,0.35,0.5,4.701219,9.0438385,4.0,2.0,0.0,25.56179,0.0,2.0,2.0,147.0,1.0,1.0,0.0,0.0,10.0,1,1716721550.1320102,synthetic_002,train
2.54731,2.7677522,0.9493053,0.2,0.2,4.974587,9.0438385,3.0,2.0,0.0,15.829098,0.0,2.0,2.0,105.0,0.0,1.0,0.0,0.0,10.0,1,1716721555.1320102,synthetic_002,train
39.092068,105.44976,24.771149,0.43333334,0.6666667,4.3550715,9.0438385,5.0,2.0,1.0,25.796734,0.0,2.0,2.0,168.0,1.0,1.0,0.0,0.0,10.0,1,1716721560.1320102,synthetic_002,train
51.10894,106.15405,13.514009,0.4,0.4,2.7956645,6.6675067,4.0,4.0,1.0,22.844465,0.0,2.0,2.0,210.0,1.0,1.0,0.0,0.0,10.0,1,1716721565.1320102,synthetic_002,train
44.12187,93.091774,1.1246654,0.33333334,0.6,2.2748632,6.6675067,4.0,4.0,1.0,22.962673,0.0,3.0,3.0,273.0,1.0,1.0,0.0,0.0,21.0,1,1716721570.1320102,synthetic_002,train
35.84902,85.14228,-1.9284921,0.6,1.0,2.020727,6.6675067,4.0,4.0,1.0,25.721083,0.0,3.0,3.0,336.0,1.0,1.0,0.0,0.0,21.0,1,1716721575.1320102,synthetic_002,train
37.83459,87.74226,-7.1269183,0.53333336,0.8,1.9920125,6.6675067,5.0,4.0,1.0,23.21268,0.0,3.0,3.0,315.0,1.0,1.0,0.0,0.0,19.0,1,1716721580.1320102,synthetic_002,train
37.83459,87.74226,-7.1269183,0.53333336,0.8,1.9920125,6.6675067,5.0,4.0,1.0,23.21268,0.0,3.0,3.0,315.0,1.0,1.0,0.0,0.0,19.0,1,1716721585.1320102,synthetic_002,train
20.578375,53.031914,-5.662499,0.5555556,0.6666667,2.2679918,9.571343,4.0,4.0,1.0,27.544056,0.0,3.0,3.0,273.0,1.0,1.0,0.0,0.0,19.0,1,1716721590.1320102,synthetic_002,train
8.282379,13.16982,-0.1219971,0.53333336,0.8,2.139573,9.571343,4.0,4.0,1.0,27.867033,0.0,3.0,3.0,315.0,1.0,1.0,1.0,0.0,19.0,1,1716721595.1320102,synthetic_002,train
6.999793,11.868462,1.2893041,0.55,0.8,2.0782673,9.571343,3.0,4.0,1.0,26.398165,0.0,2.0,2.0,294.0,1.0,1.0,1.0,0.0,26.0,1,1716721600.1320102,synthetic_002,train
6.999793,11.868462,-0.002965317,0.5833333,0.75,2.1635401,9.571343,3.0,4.0,0.0,26.285467,0.0,2.0,2.0,294.0,1.0,1.0,1.0,0.0,16.0,1,1716721605.1320102,synthetic_002,train
8.562086,11.318989,-0.033807952,0.35,0.6,1.8253235,9.571343,2.0,4.0,0.0,14.725374,1.0,2.0,2.0,336.0,1.0,1.0,1.0,0.0,16.0,1,1716721610.1320102,synthetic_002,train
8.201561,11.059913,-0.14834833,0.35,0.6,2.008061,9.571343,3.0,4.0,0.0,17.340488,1.0,2.0,2.0,357.0,1.0,1.0,1.0,0.0,26.0,1,1716721615.1320102,synthetic_002,train
7.9996395,10.763836,-0.48588973,0.38333333,0.6,1.5554183,4.9318595,2.0,4.0,0.0,16.403046,1.0,2.0,2.0,378.0,1.0,1.0,1.0,0.0,26.0,1,1716721620.1320102,synthetic_002,train
6.420569,8.171765,-0.4305092,0.35,0.6,2.0332758,5.237943,3.0,4.0,0.0,14.932058,1.0,2.0,2.0,294.0,1.0,1.0,0.0,0.0,26.0,1,1716721625.1320102,synthetic_002,train
4.406931,5.9399185,-0.03553721,0.26666668,0.6,2.6866963,7.5053983,4.0,4.0,0.0,22.414114,1.0,1.0,1.0,252.0,1.0,1.0,0.0,0.0,25.0,1,1716721630.1320102,synthetic_002,train
5.2883167,6.159892,-1.3436141,0.2,0.4,3.184107,7.5053983,5.0,4.0,0.0,27.973078,0.0,1.0,1.0,210.0,1.0,1.0,0.0,0.0,26.0,1,1716721635.1320102,synthetic_002,train
2.033391,2.5565276,-0.18172404,0.475,0.75,3.041707,7.5053983,4.0,4.0,0.0,17.456059,1.0,1.0,1.0,189.0,1.0,1.0,0.0,0.0,26.0,1,1716721640.1320102,synthetic_002,train
6.7600126,20.845524,1.308884,0.65,0.8,2.1972203,7.5053983,4.0,4.0,1.0,16.076302,1.0,2.0,2.0,294.0,1.0,1.0,1.0,1.0,26.0,1,1716721645.1320102,synthetic_002,train
6.928707,21.68676,1.05685,0.73333335,1.0,2.3119693,7.5053983,4.0,4.0,1.0,17.181454,1.0,3.0,3.0,273.0,1.0,1.0,1.0,1.0,26.0,1,1716721650.1320102,synthetic_002,train
7.315185,22.604275,1.1342757,0.8,1.0,2.0681381,7.5053983,3.0,4.0,1.0,12.984194,1.0,3.0,3.0,252.0,0.0,1.0,1.0,1.0,26.0,1,1716721655.1320102,synthetic_002,train
29.749754,80.759995,9.298245,0.7,0.8,2.143068,12.269224,3.0,4.0,1.0,22.671434,1.0,3.0,3.0,294.0,1.0,1.0,1.0,1.0,26.0,1,1716721660.1320102,synthetic_002,train
28.689425,75.533554,4.692102,0.5,0.8,1.950795,12.269224,3.0,4.0,1.0,27.74382,1.0,3.0,3.0,336.0,1.0,1.0,1.0,1.0,26.0,1,1716721665.1320102,synthetic_002,train
31.955027,77.37524,2.5257583,0.53333336,0.8,2.035004,12.269224,3.0,4.0,1.0,26.615456,0.0,3.0,3.0,315.0,1.0,1.0,1.0,1.0,4.0,1,1716721670.1320102,synthetic_002,train
32.217136,81.47773,-4.9459662,0.37777779,0.4,2.3011684,12.269224,4.0,4.0,1.0,27.188835,0.0,3.0,3.0,273.0,1.0,1.0,1.0,0.0,4.0,1,1716721675.1320102,synthetic_002,train
27.312202,73.734505,-5.4866076,0.55,1.0,2.041912,12.269224,5.0,4.0,1.0,20.401371,0.0,3.0,3.0,336.0,1.0,1.0,1.0,1.0,22.0,1,1716721680.1320102,synthetic_002,train
50.157703,74.26393,1.2780358,0.25714287,0.6,1.1042044,12.269224,5.0,4.0,1.0,17.096931,1.0,3.0,3.0,729.0,1.0,1.0,1.0,1.0,0.0,1,1716721685.1320102,synthetic_002,train
41.767475,59.880894,1.6960933,0.2642857,0.6,0.76900923,3.9670205,4.0,4.0,0.0,13.046643,1.0,2.0,2.0,732.0,1.0,1.0,1.0,1.0,0.0,0,1716721690.1320102,synthetic_002,train
66.90519,84.16737,0.2547502,0.041666668,0.125,0.5298168,6.5822363,1.0,1.0,0.0,25.35654,0.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0,1716720030.074666,synthetic_003,train
62.914654,81.6446,0.83267015,0.057142857,0.2,0.8404213,9.019426,2.0,3.0,0.0,28.578106,0.0,2.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0,1716720035.074666,synthetic_003,train
71.134575,89.504944,-1.6823095,0.08888889,0.33333334,0.9949182,9.019426,2.0,3.0,0.0,27.238089,0.0,2.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0,1716720040.074666,synthetic_003,train
51.74303,64.83318,-7.0438404,0.05,0.2,1.716756,9.019426,2.0,3.0,0.0,26.998228,0.0,2.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,0,1716720045.074666,synthetic_003,train
3.112143,2.1746242,1.1495725,0.2,0.2,4.7188683,9.019426,2.0,3.0,0.0,17.012104,0.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,13.0,0,1716720050.074666,synthetic_003,train
2.7609136,2.1268203,0.3558449,0.1,0.2,5.9229007,11.943065,3.0,3.0,0.0,28.95517,0.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,13.0,0,1716720055.074666,synthetic_003,train
7.75752,15.717131,0.8747514,0.5,0.8,2.7066934,11.943065,2.0,4.0,1.0,13.685522,1.0,2.0,2.0,18.0,0.0,1.0,1.0,0.0,13.0,0,1716720060.074666,synthetic_003,train
9.6566515,16.532684,0.9897334,0.44444445,0.8,2.1454618,11.943065,2.0,4.0,1.0,17.243593,1.0,2.0,2.0,21.0,0.0,1.0,1.0,0.0,13.0,0,1716720065.074666,synthetic_003,train
8.802733,16.1583,0.1383414,0.5,0.8,2.3274271,11.943065,3.0,4.0,1.0,23.403564,1.0,2.0,2.0,24.0,0.0,1.0,1.0,0.0,13.0,0,1716720070.074666,synthetic_003,train
9.23741,16.745558,-0.22914235,0.51111114,0.6,2.2617795,11.943065,3.0,4.0,1.0,16.116987,1.0,2.0,2.0,24.0,0.0,1.0,1.0,0.0,13.0,0,1716720075.074666,synthetic_003,train
8.747946,15.698711,-0.29950088,0.53333336,0.6,2.491793,11.943065,4.0,4.0,1.0,23.738241,1.0,2.0,2.0,28.0,1.0,1.0,1.0,0.0,13.0,0,1716720080.074666,synthetic_003,train
9.30103,16.13895,-0.6238861,0.56666666,0.8,1.8167021,6.961361,3.0,4.0,1.0,23.201359,0.0,2.0,2.0,27.0,1.0,1.0,1.0,0.0,13.0,0,1716720085.074666,synthetic_003,train
5.186657,10.294214,-1.2661076,0.6,0.8,3.0149422,6.961361,4.0,4.0,1.0,20.871323,1.0,2.0,2.0,20.0,1.0,1.0,1.0,0.0,17.0,0,1716720090.074666,synthetic_003,train
2.1578155,4.001381,-0.33370948,0.7,1.0,3.491713,6.961361,4.0,4.0,1.0,16.309372,1.0,2.0,2.0,18.0,1.0,1.0,0.0,0.0,17.0,0,1716720095.074666,synthetic_003,train
3.1190848,5.2897377,-0.12289243,0.7,0.8,2.8286195,6.89587,3.0,4.0,1.0,15.874771,1.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,20.0,1,1716720100.074666,synthetic_003,train
2.4627166,5.2216125,-0.06338448,0.8,0.8,3.02416,6.89587,4.0,4.0,0.0,16.34201,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,20.0,1,1716720105.074666,synthetic_003,train
26.853891,82.588394,8.735268,0.6888889,1.0,2.0702188,5.8279634,4.0,4.0,1.0,19.462967,1.0,2.0,2.0,26.0,1.0,1.0,1.0,1.0,20.0,1,1716720110.074666,synthetic_003,train
25.058022,79.63238,6.2698665,0.6333333,1.0,2.4230962,7.0105023,5.0,4.0,1.0,26.08857,1.0,2.0,2.0,28.0,1.0,1.0,1.0,1.0,20.0,1,1716720115.074666,synthetic_003,train
25.058022,79.63238,1.6437701,0.65,0.8,2.188614,7.0105023,4.0,4.0,1.0,24.934488,0.0,3.0,3.0,28.0,1.0,1.0,1.0,1.0,20.0,1,1716720120.074666,synthetic_003,train
26.985561,82.543365,1.0909426,0.6666667,1.0,1.9180377,7.0105023,3.0,4.0,1.0,22.174913,0.0,3.0,3.0,26.0,1.0,1.0,1.0,1.0,20.0,1,1716720125.074666,synthetic_003,train
23.522856,76.9485,-3.5231984,0.6,0.8,2.0753536,7.0105023,5.0,4.0,1.0,27.346657,0.0,3.0,3.0,30.0,1.0,1.0,1.0,1.0,14.0,1,1716720130.074666,synthetic_003,train
23.522856,76.9485,-4.7833514,0.6,0.8,1.8788958,7.0105023,4.0,4.0,1.0,24.760513,0.0,3.0,3.0,30.0,1.0,1.0,1.0,0.0,14.0,1,1716720135.074666,synthetic_003,train
1.4363811,3.4031174,0.12221684,0.8,1.0,2.7437327,8.864394,4.0,4.0,1.0,25.91429,0.0,3.0,3.0,24.0,1.0,1.0,1.0,0.0,14.0,1,1716720140.074666,synthetic_003,train
5.852117,12.835101,1.6486326,0.6166667,0.8,2.2197156,8.864394,4.0,4.0,1.0,29.660736,0.0,3.0,3.0,28.0,1.0,1.0,1.0,0.0,4.0,1,1716720145.074666,synthetic_003,train
8.922649,15.12865,2.058399,0.51111114,0.6,2.3982584,8.864394,5.0,4.0,1.0,24.690517,0.0,3.0,3.0,26.0,1.0,1.0,0.0,0.0,19.0,1,1716720150.074666,synthetic_003,train
10.4593115,17.281624,1.3035139,0.525,0.6,1.9999881,8.864394,5.0,4.0,1.0,27.512955,0.0,4.0,4.0,34.0,1.0,1.0,0.0,0.0,19.0,1,1716720155.074666,synthetic_003,train
12.483341,19.285494,0.65386516,0.5555556,0.6666667,2.1833682,8.864394,4.0,4.0,1.0,27.547007,0.0,4.0,4.0,26.0,1.0,1.0,0.0,0.0,4.0,1,1716720160.074666,synthetic_003,train
12.151308,18.51472,-0.3463314,0.41666666,0.6,2.4670374,8.864394,5.0,4.0,1.0,25.674131,0.0,4.0,4.0,28.0,1.0,1.0,1.0,0.0,18.0,1,1716720165.074666,synthetic_003,train
12.908886,17.63441,-1.3568324,0.33333334,0.6,1.8808583,5.1171465,4.0,4.0,1.0,24.02002,0.0,4.0,4.0,30.0,1.0,1.0,1.0,0.0,19.0,1,1716720170.074666,synthetic_003,train
